userId,problemid,rating
80,23,4
81,8,4
81,14,3.5
81,13,4.5
81,19,5
81,18,4.5
81,25,3
81,9,3.5
82,10,4
82,21,4
82,5,3
82,9,4
82,20,4
82,19,3.5
82,7,3
82,24,4
83,19,2.5
83,14,3
83,21,4
83,16,4
83,10,3
83,1,3.5
84,1,4
84,21,3
84,19,3
84,17,3
84,24,3
84,11,3
84,5,4
84,13,3.5
84,6,3.5
84,3,3
84,7,4
85,22,4.5
85,19,2.5
85,1,3.5
85,24,4.5
85,12,3.5
85,18,4.5
85,14,4
85,8,4.5
85,6,4
86,4,4.5
86,1,3.5
86,25,4.5
86,2,4.5
87,11,4
87,7,4
87,24,4.5
87,3,4.5
87,13,3
87,17,1
88,20,4
88,1,3
88,14,3
88,11,2
88,5,3
88,24,3
89,3,2
89,21,3
90,2,2
90,5,3
90,8,2
90,18,4
90,21,2
91,2,5
91,5,3
91,16,3
91,21,4
92,6,3
92,3,4
92,10,2
92,18,2
92,25,4.5
93,25,4
93,8,3
93,3,2.5
93,10,2.5
94,14,3.5
94,17,3
95,5,1
95,24,4.5
95,13,2.5
95,15,3
95,9,4
96,16,3
96,4,1
96,19,2.5
96,3,3
96,7,5
96,1,5
97,19,2.5
97,11,2
97,12,0.5
97,18,5
97,7,3
98,1,1.5
98,16,4
98,24,1
98,12,2
98,20,3
98,6,5
99,14,2.5
99,16,4
99,21,3.5
100,5,3.5
100,15,5
100,21,3
